Station Code,Monitoring Location,State,Type,full_address,Latitude,Longitude,Avg_Temp,Avg_Humidity,Avg_Wind,Weather_Main,Region_Cluster,Temperature (°C) Min,Temperature (°C) Max,Dissolved Oxygen(mg/L) Min,Dissolved Oxygen(mg/L) Max,pH Min,pH Max,Conductivity(µmho/cm) Min,Conductivity(µmho/cm) Max,BOD(mg/L) Min,BOD(mg/L) Max,Nitrate N(mg/L) Min,Nitrate N(mg/L) Max,Fecal Coliform(MPN/100ml) Min,Fecal Coliform(MPN/100ml) Max,Total Coliform(MPN/100ml) Min,Total Coliform(MPN/100ml) Max,Fecal Streptococci(MPN/100ml) Min,Fecal Streptococci(MPN/100ml) Max,WQI_Min,WQI_Max,WQI_Average
3176.0,River Sal At Rumder,Goa,,"River Sal At Rumder, Goa, India",15.1819391,73.9631674,25.98,88.0,1.9,Clouds,6,27.0,31.0,1.3,6.1,6.4,7.5,92.0,276.0,1.0,8.0,0.32,1.34,130.0,636.0863579474343,230.0,1565.5568332596197,5.957692307692308,490.0,25.30511715005999,82.05895128315032,53.68203421660515
2273.0,"River Sal Near Hotel Leela Mobor, Cavelossim",Goa,,"River Sal Near Hotel Leela Mobor, Cavelossim, Goa, India",15.1819391,73.9631674,25.98,88.0,1.9,Clouds,6,28.0,32.0,4.5,7.8,7.2,8.4,608.0,662.4912944738834,1.0,1.9,0.32,0.78,78.0,3300.0,230.0,4700.0,5.957692307692308,91.9023746701847,24.999405524169454,35.26451292830098,30.131959226235217
2271.0,"River Sal Pazorkhoni, Cuncolim(Near Culvert Margao- Canacona National Highway)",Goa,,"River Sal Pazorkhoni, Cuncolim(Near Culvert Margao- Canacona National Highway), Goa, India",15.2021754,73.9976946,25.92,88.0,1.44,Clouds,6,26.0,30.0,4.6,7.0,6.3,7.5,38.0,110.0,1.0,1.9,0.32,0.62,95.31980715146645,4900.0,1300.0,9400.0,5.957692307692308,91.9023746701847,19.627832490983096,31.754563457886388,25.691197974434743
3190.0,River Sinquerim (Candolim Side Near Bridge),Goa,,"River Sinquerim (Candolim Side Near Bridge), Goa, India",15.5012802,73.77146429999999,25.92,94.0,2.06,Clouds,6,26.0,31.0,4.4,7.3,7.0,8.0,257.53576807228916,662.4912944738834,1.0,1.9,0.32,0.32,700.0,2300.0,940.0,5400.0,5.957692307692308,490.0,24.178669792589353,33.40228717500759,28.79047848379847
3191.0,River Sinquerim Near Nerul Temple,Goa,,"River Sinquerim Near Nerul Temple, Goa, India",15.5012802,73.77146429999999,25.92,94.0,2.06,Clouds,6,26.0,31.0,4.7,7.8,7.0,7.9,257.53576807228916,662.4912944738834,1.0,1.9,0.32,0.37,330.0,4900.0,490.0,13000.0,5.957692307692308,540.0,23.60508598975473,32.844759531257836,28.22492276050628
1547.0,"River Talpona At Canacona, Goa",Goa,,"River Talpona At Canacona, Goa, Goa, India",14.99825304806322,74.08067585485401,25.66,89.0,1.75,Clouds,6,28.0,31.0,5.2,7.6,6.6,8.4,32.0,100.0,1.0,1.9,0.32,0.34,78.0,1400.0,230.0,2200.0,49.0,210.0,20.436041720831618,34.98685503920629,27.711448380018954
3188.0,River Tiracol At Tiracol,Goa,,"River Tiracol At Tiracol, Goa, India",15.724725,73.6881956,26.19,86.0,3.34,Clouds,6,26.0,31.0,4.1,8.0,7.1,8.1,257.53576807228916,662.4912944738834,1.0,1.9,0.32,0.81,94.0,636.0863579474343,170.0,1565.5568332596197,40.0,91.9023746701847,25.040254942478164,32.41715232496684,28.728703633722503
1544.0,River Valvanti At Sanquelim,Goa,,"River Valvanti At Sanquelim, Goa, India",15.557504,74.0158727,25.17,89.0,0.07,Clouds,6,24.0,30.0,6.0,8.1,6.5,7.6,37.0,77.0,1.0,1.4,0.32,0.82,95.31980715146645,3100.0,1500.0,4600.0,5.957692307692308,330.0,18.63047240752767,25.985980550722378,22.308226479125025
3181.0,River Zuari At Borim Bridge,Goa,,"River Zuari At Borim Bridge, Goa, India",15.24238397256011,74.14161250065683,25.05,91.0,0.24,Clouds,6,26.0,31.0,4.3,7.1,6.4,7.4,295.0,662.4912944738834,1.0,2.2,0.32,1.44,450.0,3300.0,780.0,5400.0,5.957692307692308,490.0,20.77463424274545,33.0317128684319,26.903173555588676
1399.0,River Zuari At Cortalim,Goa,,"River Zuari At Cortalim, Goa, India",15.24238397256011,74.14161250065683,25.05,91.0,0.24,Clouds,6,27.0,31.0,4.6,7.1,6.7,7.9,257.53576807228916,662.4912944738834,1.0,1.8,0.32,1.44,200.0,4900.0,330.0,7900.0,45.0,91.9023746701847,21.978465218411376,33.12582279656966,27.55214400749052
3182.0,River Zuari At Marcaim Jetty,Goa,,"River Zuari At Marcaim Jetty, Goa, India",15.24238397256011,74.14161250065683,25.05,91.0,0.24,Clouds,6,27.0,34.0,4.4,7.0,7.0,8.0,257.53576807228916,662.4912944738834,1.0,1.9,0.32,0.75,230.0,3300.0,490.0,7900.0,17.0,540.0,24.038161008673487,34.184216757018646,29.111188882846065
1475.0,River Zuari At Panchawadi,Goa,,"River Zuari At Panchawadi, Goa, India",15.24238397256011,74.14161250065683,25.05,91.0,0.24,Clouds,6,27.0,32.0,4.3,7.0,6.5,7.3,81.0,662.4912944738834,1.0,2.1,0.32,1.74,230.0,3500.0,330.0,9200.0,14.0,91.9023746701847,21.288782182584768,31.86420429289655,26.576493237740657
1148.0,River Ambika At Bilimora,Gujarat,,"River Ambika At Bilimora, Gujarat, India",20.7577758,72.9488697,26.4,88.0,4.58,Clouds,5,28.0,31.0,6.0,7.3,7.4,8.4,248.0,662.4912944738834,1.4,2.6,0.34,0.39,6.0,17.0,22.0,48.0,5.957692307692308,91.9023746701847,27.11623738776431,40.7933464167907,33.954791902277506
1434.0,River Amlakhadi After Confl. Of W. Water From Anklesh,Gujarat,,"River Amlakhadi After Confl. Of W. Water From Anklesh, Gujarat, India",21.6264236,73.0151984,27.34,81.0,5.3,Clouds,5,26.0,34.0,0.3,4.3,7.3,8.1,720.0,2047.0,4.0,3.3000373692077725,0.3,1.85,240.0,1600.0,540.0,1600.0,5.957692307692308,94.0,56.78244758714079,49.963253607293986,53.372850597217386
1980.0,"River Amlakhadi At Pungam Ankleshwar Distt Bharuchat Village Pungam, Ta: Ankleshwar, Dist Bharuch",Gujarat,,"River Amlakhadi At Pungam Ankleshwar Distt Bharuchat Village Pungam, Ta: Ankleshwar, Dist Bharuch, Gujarat, India",21.6167426,72.9416274,27.61,80.0,5.67,Clouds,5,24.0,35.0,0.3,5.7,7.3,8.2,700.0,2045.0,2.6,3.3000373692077725,0.55,2.7,70.0,1600.0,220.0,1600.0,5.957692307692308,91.9023746701847,45.2245341706402,48.41574876497394,46.82014146780707
1860.0,River Baleshwar Khadi At N.H. No. 8,Gujarat,,"River Baleshwar Khadi At N.H. No. 8, Gujarat, India",22.6708317,71.5723953,29.03,70.0,4.21,Clouds,5,23.0,32.0,5.0,8.0,6.9,8.5,387.0,865.0,1.0,2.8,0.3,0.32,11.0,920.0,31.0,1600.0,2.0,94.0,22.46521967370064,42.20891232040621,32.33706599705343
1436.0,"River Bhadar D/S Jetpur Vill. After Conf. Of W.Water From Jetpur City,River Bhadar At Dublipat National Highway,(I.E. D/S Jetpur City),Jetpur , Dist:Raj(Id:31211)",Gujarat,,"River Bhadar D/S Jetpur Vill. After Conf. Of W.Water From Jetpur City,River Bhadar At Dublipat National Highway,(I.E. D/S Jetpur City),Jetpur , Dist:Raj(Id:31211), Gujarat, India",21.7546665,70.6179777,27.64,77.0,3.04,Clouds,5,27.0,35.0,0.3,6.5,7.2,8.4,430.0,662.4912944738834,2.1,3.3000373692077725,0.33,0.53,5.0,94.0,21.0,280.0,5.957692307692308,91.9023746701847,40.50325434228209,47.813974584501814,44.158614463391956
2072.0,"River Bhogavo D/S Of Surendranagar.At Wadhwan Bridge, Wadhwan, Tal. Wadhwan, Dist. Surendranagar",Gujarat,,"River Bhogavo D/S Of Surendranagar.At Wadhwan Bridge, Wadhwan, Tal. Wadhwan, Dist. Surendranagar, Gujarat, India",22.7209841,71.6344628,29.06,71.0,3.89,Clouds,5,25.0,28.0,1.5,6.4,7.1,8.0,257.53576807228916,2432.0,2.0,5.0,0.36,0.5,13.0,49.0,70.0,220.0,5.957692307692308,91.9023746701847,37.25293574590223,59.61421808815937,48.4335769170308
30039.0,"River Daman Ganga At D/S Of Gidc Weir, Near Nh-48, Vapi, Gujarat (Ut Of Daman,Diu,Dadar & Nagar Haveli And Gujarat)",Gujarat,,"River Daman Ganga At D/S Of Gidc Weir, Near Nh-48, Vapi, Gujarat (Ut Of Daman,Diu,Dadar & Nagar Haveli And Gujarat), Gujarat, India",20.3973736,72.8327991,26.96,85.0,4.24,Clouds,5,22.5,29.0,6.7,7.9,7.6,8.2,180.0,327.0,1.2,2.4,0.32,1.03,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,25.57960191974095,37.27282409190238,31.426213005821666
1246.0,"River Damanganga At Kachigaon D\S (Daman),River Damanganga At Kachigaon Bridge",Gujarat,,"River Damanganga At Kachigaon D\S (Daman),River Damanganga At Kachigaon Bridge, Gujarat, India",20.37363049904731,72.87074420367418,26.76,86.0,3.89,Clouds,5,27.0,29.0,4.0,7.1,7.4,8.1,252.0,662.4912944738834,1.0,2.2,0.32,0.64,4.0,540.0,350.0,1600.0,5.957692307692308,91.9023746701847,26.91024660080639,36.23831128349275,31.57427894214957
1150.0,"River Damanganga At Kachigaon U\S At Gidc Wier,River Damanganga At Gidc Wier,",Gujarat,,"River Damanganga At Kachigaon U\S At Gidc Wier,River Damanganga At Gidc Wier,, Gujarat, India",22.6708317,71.5723953,29.03,70.0,4.21,Clouds,5,27.0,28.0,6.0,7.3,7.8,8.2,202.0,404.0,1.0,1.0,0.32,0.34,2.0,21.0,63.0,920.0,5.957692307692308,91.9023746701847,26.146731815144772,26.473157278683875,26.309944546914323
1865.0,River Dhadar At Kothada,Gujarat,,"River Dhadar At Kothada, Gujarat, India",20.9907938,73.1261091,25.65,89.0,3.97,Clouds,5,27.0,30.0,0.7,4.3,7.6,8.9,560.0,1632.0,1.0,9.0,0.91,2.46,500.0,1600.0,900.0,1600.0,4.0,91.9023746701847,33.33113028469854,101.51587562715761,67.42350295592807
1862.0,River Kaveri On Bridge At Billimora-Valsad Road,Gujarat,,"River Kaveri On Bridge At Billimora-Valsad Road, Gujarat, India",20.7702311,72.9823779,26.14,89.0,4.16,Clouds,5,28.0,31.0,7.0,7.2,7.5,8.5,300.0,662.4912944738834,1.0,2.6,0.33,0.43,4.0,17.0,17.0,48.0,5.957692307692308,91.9023746701847,22.863383047890746,41.52966453748666,32.1965237926887
1149.0,River Kolak At Patalia Bdg.,Gujarat,,"River Kolak At Patalia Bdg., Gujarat, India",20.466838,72.86484039999999,26.92,86.0,4.53,Clouds,5,27.0,29.0,4.6,7.2,7.5,8.2,301.0,2566.0,1.0,2.8,0.32,0.52,4.0,920.0,120.0,1720.0,5.957692307692308,91.9023746701847,26.56481835950563,41.70853080558528,34.13667458254545
1435.0,"River Kolak At Railway Bridge No. 313 Vapi, Valsad,",Gujarat,,"River Kolak At Railway Bridge No. 313 Vapi, Valsad,, Gujarat, India",20.3893155,72.9106202,26.46,86.0,3.53,Clouds,5,27.0,29.0,4.9,7.3,7.1,8.1,257.53576807228916,662.4912944738834,1.0,1.6,0.32,0.47,2.0,13.0,25.0,920.0,5.957692307692308,91.9023746701847,23.778750596486518,30.830241904180664,27.304496250333592
1438.0,"River Mindhola At State Highway Bridge Sachin,",Gujarat,,"River Mindhola At State Highway Bridge Sachin,, Gujarat, India",21.0847018,72.88216059999999,26.94,83.0,5.14,Clouds,5,23.0,32.0,5.0,6.9,7.3,8.4,261.0,1727.0,1.9,3.0,0.3,0.66,2.0,1600.0,2.0,1600.0,2.0,220.0,32.18796772231071,45.18370483771804,38.68583628001437
1861.0,River Purna On Bridge At Surat-Navsari Highway,Gujarat,,"River Purna On Bridge At Surat-Navsari Highway, Gujarat, India",21.1242391,72.8562319,26.95,83.0,5.14,Clouds,5,28.0,30.0,5.5,8.0,6.5,8.4,290.0,1625.0,1.0,2.9,0.32,0.34,70.0,1600.0,280.0,1600.0,5.957692307692308,91.9023746701847,19.390507031283093,42.65293269223533,31.021719861759212
2082.0,"River Triveni Sangam, Nr. Somnath Temple, Veraval, Dist. Junagadh.Near Triveni Sangam Ghat, At: Somnath, Tal: Veraval, Dist: Gir Somnath.",Gujarat,,"River Triveni Sangam, Nr. Somnath Temple, Veraval, Dist. Junagadh.Near Triveni Sangam Ghat, At: Somnath, Tal: Veraval, Dist: Gir Somnath., Gujarat, India",20.8879899,70.40125689999999,28.24,82.0,4.83,Clouds,5,24.0,32.0,6.2,6.7,7.0,7.6,630.0,662.4912944738834,1.5,2.2,0.3,0.33,2.0,5.0,2.0,24.0,2.0,2.0,25.305120792955577,33.77766938980639,29.541395091380984
3204.0,"River Vishwamitri Downstream Of At Khalipur Village, Before Meeting Jambuva Riverkhalipur Bridge-Vadodara",Gujarat,,"River Vishwamitri Downstream Of At Khalipur Village, Before Meeting Jambuva Riverkhalipur Bridge-Vadodara, Gujarat, India",22.2170367,73.186587,28.07,83.0,5.14,Haze,5,26.0,29.0,0.3,7.567400135409613,7.3,8.5,257.53576807228916,1612.0,5.0,11.0,0.82,1.1,95.31980715146645,1600.0,1600.0,1600.0,21.0,91.9023746701847,64.98730037447152,110.55546397863534,87.77138217655343
3205.0,"River Vishwamitri Upstream At Asod Bridge At N.H. 8 , Near Glden Chokdi, Asod Vemali Roadvillage: Asoj",Gujarat,,"River Vishwamitri Upstream At Asod Bridge At N.H. 8 , Near Glden Chokdi, Asod Vemali Roadvillage: Asoj, Gujarat, India",22.362977,73.194892,27.99,83.0,5.14,Haze,5,26.0,29.0,7.4,8.2,8.0,8.3,542.0,1150.0,1.0,1.0,0.36,2.08,2.0,30.0,11.0,350.0,2.0,2.0,25.150087829481524,25.73031121381755,25.44019952164954
4417.0,"River Bhukhi Khadi, U/S Of Gidc Vilayat, Ta; Vagra, Dist Bharuch.River Bhukhi Khadi, U/S Of Gidc Vilayat, Ta; Vagra, Dist Bharuch.",Gujarat,,"River Bhukhi Khadi, U/S Of Gidc Vilayat, Ta; Vagra, Dist Bharuch.River Bhukhi Khadi, U/S Of Gidc Vilayat, Ta; Vagra, Dist Bharuch., Gujarat, India",21.7051345,72.9958857,27.39,80.0,5.31,Clouds,5,28.0,32.0,6.1,8.0,7.4,8.4,287.0,2040.0,1.0,2.1,0.3,0.3,23.0,110.0,79.0,240.0,5.957692307692308,91.9023746701847,23.675530328396075,35.625787700904944,29.650659014650508
4418.0,"River Bhukhi Khadi, D/S Of Gidc Vilayat, Ta; Vagra, Dist Bharuchriver Bhukhi Khadi, D/S Of Gidc Vilayat, Ta; Vagra, Dist Bharuch",Gujarat,,"River Bhukhi Khadi, D/S Of Gidc Vilayat, Ta; Vagra, Dist Bharuchriver Bhukhi Khadi, D/S Of Gidc Vilayat, Ta; Vagra, Dist Bharuch, Gujarat, India",21.7810158,72.8873791,28.21,75.0,5.58,Clouds,5,28.0,32.0,6.1,7.6,7.3,8.4,300.0,1434.0,1.0,2.2,0.3,0.3,21.0,170.0,120.0,490.0,5.957692307692308,91.9023746701847,23.0944326921278,37.083765803532664,30.089099247830234
4419.0,"River Bhukhi Khadi D/S Of Gidc Saykha, Vill: Kothiya Ta: Vagra, Dist Bharuchriver Bhukhi Khadi D/S Of Gidc Saykha, Vill: Kothiya Ta: Vagra, Dist Bharuch",Gujarat,,"River Bhukhi Khadi D/S Of Gidc Saykha, Vill: Kothiya Ta: Vagra, Dist Bharuchriver Bhukhi Khadi D/S Of Gidc Saykha, Vill: Kothiya Ta: Vagra, Dist Bharuch, Gujarat, India",21.781495,72.82200639999999,28.59,74.0,5.69,Clouds,5,28.0,31.0,6.6,7.5,7.5,8.4,310.0,1323.0,1.0,2.1,0.3,0.3,21.0,170.0,94.0,540.0,5.957692307692308,91.9023746701847,23.484464336288728,36.41558821688863,29.95002627658868
1024.0,"River Ghaggar At 100M D/S Conf. With R. Saraswati (Patiala), Punjab",Punjab,,"River Ghaggar At 100M D/S Conf. With R. Saraswati (Patiala), Punjab, Punjab, India",30.32704966592564,76.41508904962313,28.01,83.0,0.45,Clouds,2,10.0,37.0,2.5,3.8,6.8,7.9,708.0,971.0,1.7601102307957286,3.3000373692077725,1.3,3.4,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,32.05524480327488,49.344274063741416,40.69975943350815
4160.0,"River Ghaggar D/S After Mixing With Sagarpara Drain At Vill Rasouli, Patiala",Punjab,,"River Ghaggar D/S After Mixing With Sagarpara Drain At Vill Rasouli, Patiala, Punjab, India",24.2454254,88.7012651,27.66,85.0,5.13,Rain,3,10.0,36.0,2.1,7.567400135409613,7.4,8.1,765.0,1010.0,1.7601102307957286,3.3000373692077725,1.3,3.6,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,36.1559216205884,44.70241589320597,40.429168756897184
4159.0,"River Ghaggar U/S Before Mixing With Sagarpara Drain At Vill Rasouli, Dist Patiala",Punjab,,"River Ghaggar U/S Before Mixing With Sagarpara Drain At Vill Rasouli, Dist Patiala, Punjab, India",30.3098101,76.317414,27.93,84.0,0.42,Clouds,2,10.0,36.0,2.5,4.0,7.0,8.1,606.0,890.0,1.7601102307957286,3.3000373692077725,1.2,3.0,95.31980715146645,4800.0,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,33.21284261684938,51.41546322939711,42.314152923123245
1698.0,"River Ghaggar At D/S Chhatbir, Punjab",Punjab,,"River Ghaggar At D/S Chhatbir, Punjab, Punjab, India",30.32704966592564,76.41508904962313,28.01,83.0,0.45,Clouds,2,12.0,34.0,1.5,3.7,7.1,7.9,660.0,847.0,1.7601102307957286,3.3000373692077725,1.3,2.3,95.31980715146645,4700.0,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,35.33941517466314,50.66169404747664,43.00055461106989
1699.0,"River Ghaggar At U/S Dhakansu Nallah, Punjab",Punjab,,"River Ghaggar At U/S Dhakansu Nallah, Punjab, Punjab, India",30.32704966592564,76.41508904962313,28.01,83.0,0.45,Clouds,2,11.0,36.0,2.9,4.7,6.6,8.0,551.0,710.0,1.7601102307957286,3.3000373692077725,0.9,2.3,95.31980715146645,3900.0,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,30.262452016294162,49.4631351632091,39.86279358975163
1700.0,"River Ghaggar At D/S Dhakansu Nallah, Punjab",Punjab,,"River Ghaggar At D/S Dhakansu Nallah, Punjab, Punjab, India",30.32704966592564,76.41508904962313,28.01,83.0,0.45,Clouds,2,11.0,36.0,2.0,3.8,7.1,8.1,658.0,898.0,1.7601102307957286,3.3000373692077725,1.2,2.9,95.31980715146645,4600.0,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,34.564614399547864,51.661041487460786,43.11282794350433
1702.0,"River Ghaggar At U/S Jharmal Nadi, Punjab",Punjab,,"River Ghaggar At U/S Jharmal Nadi, Punjab, Punjab, India",30.32704966592564,76.41508904962313,28.01,83.0,0.45,Clouds,2,11.0,34.0,2.8,4.5,7.4,8.0,572.0,738.0,1.7601102307957286,3.3000373692077725,1.1,2.1,95.31980715146645,3800.0,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,35.06900705638215,49.73466958997023,42.40183832317619
1701.0,"River Ghaggar At D/S Jharmal Nadi, Punjab",Punjab,,"River Ghaggar At D/S Jharmal Nadi, Punjab, Punjab, India",30.32704966592564,76.41508904962313,28.01,83.0,0.45,Clouds,2,11.0,34.0,2.1,4.1,7.3,8.0,631.0,805.0,1.7601102307957286,3.3000373692077725,1.1,2.4,95.31980715146645,4800.0,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,35.56798321778091,50.658672637615815,43.113327927698364
1705.0,"River Ghaggar At U/S Sardulgarh, Punjab",Punjab,,"River Ghaggar At U/S Sardulgarh, Punjab, Punjab, India",29.6949451,75.2352171,29.64,78.0,1.65,Clouds,2,17.0,37.0,4.3,7.0,6.7,7.9,381.0,575.0,1.7601102307957286,3.3000373692077725,0.8,1.3,95.31980715146645,2700.0,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,28.68021708909724,44.94333987501714,36.81177848205719
1704.0,"River Ghaggar At D/S Sardulgarh, Punjab",Punjab,,"River Ghaggar At D/S Sardulgarh, Punjab, Punjab, India",29.6949451,75.2352171,29.64,78.0,1.65,Clouds,2,18.0,37.0,4.0,6.0,7.1,7.9,483.0,667.0,1.7601102307957286,3.3000373692077725,0.9,1.7,95.31980715146645,3400.0,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,31.469067097494825,46.70753679180279,39.088301944648805
1703.0,"River Ghaggar At Moonak, Punjab",Punjab,,"River Ghaggar At Moonak, Punjab, Punjab, India",30.32704966592564,76.41508904962313,28.01,83.0,0.45,Clouds,2,11.0,37.0,2.0,3.5,6.8,7.9,771.0,1098.0,1.7601102307957286,3.3000373692077725,1.3,3.9,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,32.826389779982065,49.82524004180619,41.325814910894124
30015.0,River Ghaggar At Mubarakpur (Punjab),Punjab,,"River Ghaggar At Mubarakpur (Punjab), Punjab, India",30.32704966592564,76.41508904962313,28.01,83.0,0.45,Clouds,2,20.0,35.5,0.8,5.5,7.5,7.9,652.0,819.0,3.0,3.3000373692077725,0.32,1.22,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,48.90446939167249,46.64268473764053,47.77357706465651
1023.0,"River Ghaggar At Mubarakpur Rest House (Patiala),",Punjab,,"River Ghaggar At Mubarakpur Rest House (Patiala),, Punjab, India",30.3397809,76.3868797,27.93,84.0,0.45,Clouds,2,11.0,35.0,4.2,6.6,7.2,8.2,441.0,571.0,1.7601102307957286,3.3000373692077725,0.0,1.3,95.31980715146645,2700.0,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,31.708333727130405,47.30213627435676,39.50523500074358
1473.0,"River Ghaggar At Ratanheri, D/S Of Patiala Nadi (After Confl.), Punjab",Punjab,,"River Ghaggar At Ratanheri, D/S Of Patiala Nadi (After Confl.), Punjab, Punjab, India",30.3397809,76.3868797,27.93,84.0,0.45,Clouds,2,11.0,36.0,2.0,4.2,7.5,8.0,721.0,941.0,1.7601102307957286,3.3000373692077725,1.3,3.1,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,36.89077742192113,49.29701749314267,43.093897457531895
30019.0,River Ghaggar At Sirdulgarh(Punjab),Punjab,,"River Ghaggar At Sirdulgarh(Punjab), Punjab, India",29.6949451,75.2352171,29.64,78.0,1.65,Clouds,2,18.5,36.5,3.5,6.5,7.7,8.6,616.0,946.0,3.0,8.0,0.4129202168861347,6.71,170.0,4900.0,490.0,7000.0,9.0,68.0,45.92733224065189,89.30396770252639,67.61564997158914
30016.0,"River Ghaggar At Tiwana Village ,(Punjab)",Punjab,,"River Ghaggar At Tiwana Village ,(Punjab), Punjab, India",30.282826,76.62683059999999,28.24,81.0,0.35,Clouds,2,19.0,35.5,0.3,7.567400135409613,7.6,8.1,506.0,1192.0,5.0,3.3000373692077725,0.32,3.5,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,66.70733401079099,44.698760094797876,55.70304705279443
4162.0,"River Ghaggar Confluence Point Of Sukhana Choe With Ghaggar, Vill Mubarkpur",Punjab,,"River Ghaggar Confluence Point Of Sukhana Choe With Ghaggar, Vill Mubarkpur, Punjab, India",31.1600983,76.12257269999999,26.67,95.0,2.23,Clouds,2,10.0,36.0,0.3,7.567400135409613,6.9,7.8,257.53576807228916,662.4912944738834,1.7601102307957286,3.3000373692077725,0.4129202168861347,6.9,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,35.99647965818821,43.08117682269918,39.53882824044369
1295.0,"River Ghaggar Near Bankarpur, Dera Bassi, Punjab",Punjab,,"River Ghaggar Near Bankarpur, Dera Bassi, Punjab, Punjab, India",30.5942278,76.8151508,26.83,86.0,2.85,Clouds,2,11.0,35.0,2.1,4.6,7.3,7.9,693.0,907.0,1.7601102307957286,3.3000373692077725,1.1,2.6,95.31980715146645,3900.0,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,35.56798321778091,49.04770474778352,42.30784398278222
30018.0,River Ghaggar At Chandrapur Siphon (Haryana),Haryana,,"River Ghaggar At Chandrapur Siphon (Haryana), Haryana, India",29.0587757,76.085601,30.91,66.0,1.09,Rain,2,18.0,34.0,4.2,6.7,7.8,8.4,675.0,1057.0,3.0,7.0,0.61,4.18,330.0,2300.0,490.0,4900.0,14.0,230.0,45.482940066195766,78.74008832408956,62.11151419514266
1026.0,River Ghaggar Gh-2 At Chandarpur Syphen,Haryana,,"River Ghaggar Gh-2 At Chandarpur Syphen, Haryana, India",29.0587757,76.085601,30.91,66.0,1.09,Rain,2,20.42956204379562,29.024965940054496,5.6,6.1,7.5,8.6,678.0,832.0,1.7601102307957286,9.0,0.0,0.0,95.31980715146645,636.0863579474343,2500.0,11000.0,5.957692307692308,91.9023746701847,31.29724107697761,96.6503421106674,63.973791593822504
1885.0,River Ghaggar At D/S Of Surajpur,Haryana,,"River Ghaggar At D/S Of Surajpur, Haryana, India",30.7871058,76.8994781,25.3,86.0,2.39,Clouds,2,20.42956204379562,29.024965940054496,5.2,7.8,7.0,8.0,345.0,580.0,3.4,6.0,0.3,0.3,100.0,900.0,500.0,3900.0,2.0,100.0,42.50644334469427,65.93614201873619,54.22129268171523
1884.0,River Ghaggar At Kala Amb D/S Markanda,Haryana,,"River Ghaggar At Kala Amb D/S Markanda, Haryana, India",30.4992306,77.20702589999999,26.71,84.0,1.99,Clouds,2,20.42956204379562,29.024965940054496,0.3,6.1,6.7,7.9,364.0,1952.0,4.2,3.3000373692077725,0.3,3.16,400.0,4300.0,1500.0,1565.5568332596197,5.957692307692308,91.9023746701847,54.99401793104605,46.8731901571695,50.93360404410778
30014.0,"River Ghaggar At Parwanoo D/S,Amravati, Haryana",Haryana,,"River Ghaggar At Parwanoo D/S,Amravati, Haryana, Haryana, India",30.8405752,76.9583881,23.13,90.0,2.14,Clouds,2,18.0,32.0,6.7,7.5,7.8,8.4,368.0,551.0,1.0,3.3000373692077725,0.4129202168861347,3.9,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,49.0,91.9023746701847,25.09914322389126,46.55921425810516,35.82917874099821
